Site,thinning1,thinning2,thinning3,thinning4,thinning5,thinning6,thinning7,thinning8,thinning9,thinning10,thinning11,thinning12,thinning13,thinning14,thinning15,thinning16,thinning17,thinning18,thinning19,thinning20,thinning21,thinning22,thinning23,thinning24
Bily_Kriz,2030,2045,2060,2075,2090,2117,2132,2147,2162,2177,2192,2207,2238,2253,2268,2283,2298
Collelongo,2027,2048,2063,2078,2093,2108,2123,2138,2153,2168,2189,2204,2219,2234,2249,2264,2279,2294
Hyytiala,2026,2041,2056,2071,2086,2117,2132,2147,2162,2177,2192,2207,2222,2237,2258,2273,2288
Kroof,2025,2040,2055,2070,2085,2100,2117,2132,2147,2162,2177,2192,2207,2238,2253,2268,2283,2298
LeBray,2226,2236,2246,2256,2072,2082,2092,2102,2126,2136,2146,2161,2171,2181,2191,2207,2217,2227,2237,2252,2262,2272,2282,2296
Peitz,2026,2056,2071,2086,2101,2116,2131,2146,2161,2176,2197,2212,2227,2242,2257,2272,2287
Solling_beech,2031,2046,2061,2076,2091,2106,2121,2136,2151,2172,2187,2202,2217,2232,2247,2262,2277,2292
Solling_spruce,2040,2055,2070,2085,2100,2115,2130,2161,2176,2191,2206,2221,2236,2251,2266,2281,2296
Soroe,2020,2035,2050,2077,2092,2107,2122,2137,2152,2167,2182,2197,2218,2233,2248,2263,2278,2293
